ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes,Samples_100,Samples_200,Country_ID,Source,Parent_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
ktc,Katcha,Africa,10.8333333333,29.6666666667,katc1250,xtc,Kadu,,Kadugli,,xtc,False,False,SD,Stevenson-1957 Tucker-and-Bryan-1966,genus-kadugli,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,4.0,4.0,,,
kte,Kete,Africa,-7.0,22.8333333333,kete1252,kcv,Niger-Congo,Benue-Congo,Bantu,,kcv,False,False,CD,Kamba-Muzenga-1980,genus-bantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,,,,,,,,,,2.0,,1.0,2.0,,2.0,,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,4.0,4.0,4.0,,,
kth,Kutchin,North America,67.0,-146.0,gwic1235,gwi,Na-Dene,,Athapaskan,,gwi,False,False,CA US,Ritter-1976,genus-athapaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kti,"Kati (in West Papua, Indonesia)",Papunesia,-5.75,140.916666667,sout2940,kts,Trans-New Guinea,Awyu-Ok,Ok,,kts,False,False,ID,Boelaars-1950,genus-ok,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,2.0,1.0,,,,,
ktk,Kotoko,Africa,11.3333333333,15.3333333333,afad1236,aal,Afro-Asiatic,Chadic,Biu-Mandara,,aal,False,False,CF,Bouny-1977,genus-biumandara,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ktl,Katla,Africa,11.8333333333,29.3333333333,katl1237,kcr,Kordofanian,,Katla-Tima,,kcr,False,False,SD,Tucker-and-Bryan-1956 Tucker-and-Bryan-1966,genus-katlatima,2.0,,5.0,5.0,2.0,,,,,,,,,,,,6.0,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,1.0,1.0,4.0,18.0,,,14.0,,2.0,,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,4.0,4.0,,,
ktm,Kathlamet,North America,46.14,-123.4,kath1253,,Penutian,,Chinookan,,,False,False,,Hymes-1955,genus-chinookan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
ktn,Ketengban,Papunesia,-4.5,140.5,kete1254,xte,Trans-New Guinea,,Mek,,xte,False,False,ID,Sims-and-Sims-1982,genus-mek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kto,Kato,North America,39.6666666667,-123.666666667,kato1244,ktw,Na-Dene,,Athapaskan,,ktw,False,False,US,Goddard-1912,genus-athapaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktp,Ketapang,Eurasia,-2.75,111.1666667,mala1480,xdy,Austronesian,,Malayo-Sumbawan,,xdy,False,False,ID,,genus-malayosumbawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktt,Kott,Eurasia,57.0,94.0,kott1239,,Yeniseian,,Yeniseian,,,False,False,RU,Werner-1997b,genus-yeniseian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktu,Katu,Eurasia,15.8333333333,107.583333333,nucl1297,,Austro-Asiatic,Mon-Khmer,Katuic,,ktv kuf,False,False,VN LA,Costello-1969 Costello-1971,genus-katuic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,3.0,,,,,,,,,
kty,Khanty,Eurasia,65.0,65.0,khan1273,kca,Uralic,Finno-Ugric,Ugric,,kca,False,False,RU,Abondolo-1998 Collinder-1957 Filchenko-2007 Gulya-1966 Honti-1988 Nikolaeva-1999 Redei-1965 Stolz-1996 Tereshkin-1966,genus-ugric,,2.0,,,,4.0,,,,,,,,,,,2.0,,,1.0,,5.0,2.0,2.0,1.0,2.0,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,3.0,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,2.0,,,1.0,,,,,3.0,,,,,,,1.0,,,3.0,1.0,3.0,1.0,1.0,7.0,4.0,,,2.0,,,,1.0,,,,1.0,2.0,,,,,2.0,1.0,1.0,2.0,,2.0,2.0,3.0,3.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,2.0
ktz,Kati (in Afghanistan),Eurasia,35.5,70.0,kati1270,bsh,Indo-European,,Nuristani,,bsh,False,False,PK AF,Grjunberg-1980,genus-nuristani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kua,Kualan,Papunesia,-0.416666666667,110.416666667,sema1269,sdm,Austronesian,,Land Dayak,,sdm,False,False,ID,,genus-landdayak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kug,Kunming,Eurasia,25.0,102.75,mand1415,cmn,Sino-Tibetan,,Chinese,,cmn,False,False,CN,Gui-2000,genus-chinese,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kui,Kui (in India),Eurasia,20.0,83.5,kuii1252,kxu,Dravidian,,Dravidian,,kxu,False,False,IN,Bybee-et-al-1994 Winfield-1928,genus-dravidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,3.0,,,1.0,4.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuk,Kukú,Africa,5.83333333333,31.6666666667,bari1284,bfa,Eastern Sudanic,Nilotic,Western Nilotic,,bfa,False,False,SS,Cohen-2000,genus-westernnilotic,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,6.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kul,Kullo,Africa,6.75,37.0833333333,dawr1236,dwr,Afro-Asiatic,Omotic,Ta-Ne-Omotic,,dwr,False,False,ET,Allan-1976a Moreno-1938,genus-taneomotic,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
kum,Kumauni,Eurasia,30.0,80.0,kuma1273,kfy,Indo-European,,Indic,,kfy,False,False,IN,Apte-and-Pattanayak-1967,genus-indic,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,5.0,2.0,,1.0,,1.0,,,
kun,Kuna,South America,8.0,-77.3333333333,bord1248,kvn,Chibchan,,Kuna,,kvn,False,False,CO PA,Baptista-and-Wallin-1974 Erice-1985 Gianelli-2001 Holmer-1947 Holmer-1952 Sherzer-1983,genus-kuna,,,,,,,,,,,,,,,,,1.0,1.0,7.0,,6.0,,,,1.0,,,,,,,,,,2.0,2.0,2.0,,,5.0,4.0,2.0,1.0,,,,,,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,3.0,,,,2.0,,,,,,,,,6.0,2.0,,1.0,,,,,
kuo,Kuot,Papunesia,-3.05,151.5,kuot1243,kto,Kuot,,Kuot,,kto,False,False,PG,Chung-and-Chung-1996 Lindstrom-2002,genus-kuot,,,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,9.0,,5.0,,,,4.0,,,,,,,7.0,,1.0,,,,,4.0,,,,,,,,,,,1.0,5.0,,1.0,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,6.0,2.0,,4.0,4.0,4.0,,,2.0
kuq,Kumyk,Eurasia,43.0,47.3333333333,kumy1244,kum,Altaic,,Turkic,,kum,False,False,RU,Bammatov-1960 Gadzhiaxmedov-2000 Institut-Imeni-Gamzata-Cadasy-1960 Levitskaja-1997,genus-turkic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
kur,Kurukh,Eurasia,22.8333333333,85.5,kuru1302,kru,Dravidian,,Dravidian,,kru,False,False,IN,Abbi-1992 Hahn-1900 Pfeiffer-1972 Pinnow-1964 Vesper-1968,genus-dravidian,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,2.0,6.0,2.0,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
kus,Kusunda,Eurasia,28.0,84.6666666667,kusu1250,kgg,Kusunda,,Kusunda,,kgg,False,False,NP,Reinhard-and-Toba-1970,genus-kusunda,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
kut,Kutenai,North America,49.5,-116.0,kute1249,kut,Kutenai,,Kutenai,,kut,True,True,CA US,Boas-1927 Canestrelli-1927 Canestrelli-and-Boas-1927 Dryer-1996 Dryer-2001 Dryer-2002 Garvin-1948a Garvin-1948b Garvin-1948c Haugen-1956 Morgan-1991 Nichols-1992,genus-kutenai,2.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,,,2.0,2.0,1.0,7.0,,1.0,,,,1.0,,,,,2.0,,,,,2.0,3.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,16.0,3.0,,,,,,,,,,,,,,,,,,5.0,,1.0,6.0,4.0,,6.0,8.0,6.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,,5.0,2.0,3.0,1.0,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,8.0,,1.0,2.0,4.0,1.0,4.0,5.0,4.0,1.0,,4.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,6.0,1.0,7.0,2.0,2.0,2.0,,5.0,2.0,4.0,1.0,1.0,5.0,3.0,,,1.0,,,,1.0,1.0,1.0,1.0,,5.0,5.0,1.0,1.0,3.0
kuu,Kuuku Ya'u,Australia,-12.5833333333,143.083333333,kuuk1238,kuy,Pama-Nyungan,,Northern Pama-Nyungan,,kuy,False,False,AU,Thompson-1976b Thompson-1988,genus-northernpamanyungan,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,6.0,,,2.0,2.0,2.0,,,,,,,,,,6.0,2.0,3.0,,,2.0,,,
kuv,Kuvi,Eurasia,18.75,82.6666666667,kuvi1243,kxv,Dravidian,,Dravidian,,kxv,False,False,IN,Israel-1979 Krishnamurti-1969 Reddy-1979,genus-dravidian,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,4.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,,,
kuy,Kutai,Papunesia,-0.333333333333,116.666666667,teng1267,vkt,Austronesian,,Malayo-Sumbawan,,vkt,False,False,ID,Fudiat-Suryadikara-et-al-1984,genus-malayosumbawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuz,Kulamanen,Papunesia,7.75,125.0,mati1250,mbt,Austronesian,,Greater Central Philippine,,mbt,False,False,PH,Dubois-1976 Meiklejohn-and-Meiklejohn-1958,genus-greatercentralphilippine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwa,Kwaio,Papunesia,-8.95,161.0,kwai1243,kwd,Austronesian,Eastern Malayo-Polynesian,Oceanic,,kwd,False,False,SB,Keesing-1975 Keesing-1985,genus-oceanic,,4.0,,,,1.0,,,,,,,,,,2.0,2.0,,,,,,1.0,1.0,1.0,2.0,,,,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,6.0,8.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,7.0,4.0,4.0,,,,,,3.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,5.0,4.0,2.0,2.0,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,,,,,,,,,,,,4.0,,4.0,,,
kwb,Kwerba,Papunesia,-2.25,138.5,nucl1595,kwe,Tor-Kwerba,,Kwerba,,kwe,False,False,ID,Silzer-1976,genus-kwerba,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,
kwe,Kanjobal (Western),North America,15.8333333333,-91.8333333333,west2635,knj,Mayan,,Mayan,,knj,False,False,GT,Andres-et-al-1996 Stolz-1996 Zavala-1992,genus-mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwk,Kwakw'ala,North America,51.0,-127.0,kwak1269,kwk,Wakashan,,Northern Wakashan,,kwk,False,False,CA,Anderson-1984 Bach-1975 Boas-1900 Boas-1911a Boas-1947 Boas-and-Hunt-1905 Grubb-1977 Levine-1984 Newman-1950,genus-northernwakashan,,2.0,,,,,,,,,,,2.0,,,,,,,,,5.0,1.0,1.0,1.0,1.0,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,7.0,,1.0,1.0,5.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,5.0,,,,1.0,,,,,,,2.0,,,,,2.0,,,2.0,,,,2.0,,,,2.0,,,,,,2.0,4.0,,4.0,,,,,,2.0,2.0,,,6.0,,7.0,3.0,3.0,2.0,,2.0,2.0,1.0,,,4.0,,,,,,,,,,,,4.0,,3.0,,,
kwm,Kwami,Africa,10.4166666667,11.0,kwaa1269,ksq,Afro-Asiatic,Chadic,West Chadic,,ksq,False,False,NG,Leger-1994,genus-westchadic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
kwn,Kwangali,Africa,-18.0,19.5,kwan1273,kwn,Niger-Congo,Benue-Congo,Bantu,,kwn,False,False,AO NA,Dammann-1957,genus-bantu,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,,1.0,4.0,4.0,4.0,,,
kwo,Kwoma,Papunesia,-4.16666666667,142.75,kwom1262,kmo,Sepik,,Nukuma,,kmo,False,False,PG,Bowden-1997a Kooyers-1974 Kooyers-et-al-1971,genus-nukuma,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,15.0,,4.0,,1.0,2.0,4.0,19.0,,,,,,,,,,,17.0,,,15.0,,,,4.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,,,,7.0,,,,1.0,4.0,,,3.0,,,,,,,,,,,3.0,,6.0,,,,,,4.0,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,2.0,3.0,2.0,4.0,1.0,1.0,1.0,,,3.0
kwr,Kwamera,Papunesia,-19.5833333333,169.416666667,kwam1252,tnk,Austronesian,Eastern Malayo-Polynesian,Oceanic,,tnk,False,False,VU,Lindstrom-1986 Lindstrom-and-Lynch-1994,genus-oceanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
